,status,age_group,education,industry,location,ai_risk,monthly_salary_(inr),date_recorded
1284,0,25-34,master, fintech,urban,low,112400.0,2026-07-08
1285,1,35-44,bachelor,education,rural,high,40700.0,2026-07-09
1286,0,25-34,bachelor,education,urban,medium,68200.0,2026-07-10
1287,0,25-34,phd, fintech,urban,medium,75478.94736842105,2026-07-11
1288,0,18-24,phd,retail,urban,high,81700.0,2026-07-12
1289,0,18-24,diploma,education,urban,medium,104700.0,2026-07-13
1290,1,45-54,high_school,retail,suburban,medium,40700.0,2026-07-14
1291,0,35-44,master,health,urban,high,72056.45161290323,2026-07-15
1292,1,25-34,diploma,retail,rural,high,74412.5,2026-07-16
1293,0,45-54,phd,health,rural,high,50500.0,2026-07-17
1294,1,18-24,diploma,retail,suburban,high,55000.0,2026-07-18
1295,0,18-24,bachelor,retail,urban,high,112400.0,2026-07-19
1296,0,25-34,diploma,education,urban,medium,101200.0,2026-07-20
1297,1,45-54,diploma,education,urban,low,40700.0,2026-07-21
1298,1,45-54,diploma,retail,urban,high,83920.0,2026-07-22
1299,1,18-24,high_school,tech ,rural,high,40700.0,2026-07-23
1300,0,25-34,bachelor,retail,urban,high,56700.0,2026-07-24
1301,1,18-24,bachelor,education,urban,medium,64847.619047619046,2026-07-25
1302,1,18-24,diploma,retail,urban,high,112400.0,2026-07-26
1303,0,25-34,master,retail,urban,high,87600.0,2026-07-27
1304,1,45-54,master,retail,urban,high,112400.0,2026-07-28
1305,0,35-44,phd,health,urban,high,49000.0,2026-07-29
1306,0,25-34,phd,finance,urban,low,49200.0,2026-07-30
1307,1,18-24,phd,finance,urban,low,40700.0,2026-07-31
1308,1,18-24,high_school,tech,urban,medium,69684.0,2026-08-01
1309,1,45-54,master,tech ,urban,high,67909.09090909091,2026-08-02
1310,1,25-34,high_school,tech ,urban,low,112400.0,2026-08-03
1311,1,25-34,bachelor,finance,urban,high,112400.0,2026-08-04
1312,0,55-65,phd,retail,urban,low,65800.0,2026-08-05
1313,1,55-65,bachelor,health,suburban,medium,63766.666666666664,2026-08-06
1314,1,18-24,master,health,urban,medium,72056.45161290323,2026-08-07
1315,1,18-24,phd,tech,suburban,high,100300.0,2026-08-08
1316,1,35-44,bachelor,finance,urban,medium,74300.0,2026-08-09
1317,1,35-44,master,tech,urban,medium,77100.0,2026-08-10
1318,1,18-24,high_school,retail,urban,medium,91200.0,2026-08-11
1319,1,18-24,high_school,tech,urban,low,51800.0,2026-08-12
1320,0,45-54,master,tech,urban,high,90700.0,2026-08-13
1321,1,18-24,master,finance,urban,high,103400.0,2026-08-14
1322,0,35-44,master,health,urban,low,40700.0,2026-08-15
1323,1,35-44,bachelor,retail,rural,medium,42200.0,2026-08-16
1324,0,25-34,phd,retail,urban,low,40700.0,2026-08-17
1325,1,18-24,bachelor,health,urban,medium,112400.0,2026-08-18
1326,0,18-24,master,finance,suburban,high,97800.0,2026-08-19
1327,1,35-44,phd,tech ,urban,low,69800.0,2026-08-20
1328,1,35-44,master,health,rural,high,40700.0,2026-08-21
1329,0,18-24,bachelor,retail,urban,medium,85800.0,2026-08-22
1330,1,55-65,diploma,retail,rural,high,56400.0,2026-08-23
1331,0,25-34,high_school,retail,urban,low,78100.0,2026-08-24
1332,1,18-24,master,retail,rural,high,46100.0,2026-08-25
1333,0,45-54,bachelor, fintech,urban,high,40700.0,2026-08-26
1334,0,35-44,bachelor,tech,urban,high,40700.0,2026-08-27
1335,0,18-24,master,retail,urban,medium,91800.0,2026-08-28
1336,0,18-24,master,health,urban,low,83800.0,2026-08-29
1337,1,55-65,diploma,education,urban,low,73981.25,2026-08-30
1338,1,25-34,high_school,education,urban,high,64900.0,2026-08-31
1339,0,18-24,bachelor, fintech,urban,high,100700.0,2026-09-01
1340,1,18-24,high_school,health,rural,high,66400.0,2026-09-02
1341,0,25-34,bachelor,tech ,urban,medium,92000.0,2026-09-03
1342,0,18-24,phd,education,suburban,medium,55500.0,2026-09-04
1343,0,55-65,phd,education,rural,medium,40700.0,2026-09-05
1344,1,45-54,diploma,tech,suburban,high,44400.0,2026-09-06
1345,0,18-24,master,health,rural,low,112400.0,2026-09-07
1346,1,18-24,phd,finance,urban,medium,73900.0,2026-09-08
1347,1,18-24,high_school,retail,urban,high,85700.0,2026-09-09
1348,0,35-44,diploma,education,urban,high,73981.25,2026-09-10
1349,1,18-24,high_school,finance,urban,high,88565.21739130435,2026-09-11
1350,1,18-24,master,retail,urban,low,85300.0,2026-09-12
1351,1,55-65,bachelor,retail,suburban,high,93500.0,2026-09-13
1352,0,35-44,master,retail,urban,high,88100.0,2026-09-14
1353,1,25-34,phd, fintech,urban,high,75478.94736842105,2026-09-15
1354,1,45-54,master,retail,urban,high,78984.21052631579,2026-09-16
1355,0,45-54,bachelor,health,rural,medium,72700.0,2026-09-17
1356,1,45-54,master,health,urban,high,40700.0,2026-09-18
1357,0,18-24,bachelor,retail,urban,high,112400.0,2026-09-19
1358,0,25-34,high_school, fintech,urban,low,57900.0,2026-09-20
1359,1,18-24,master,health,urban,medium,40700.0,2026-09-21
1360,0,45-54,high_school,health,urban,medium,42200.0,2026-09-22
1361,0,18-24,bachelor,health,urban,medium,82858.97435897436,2026-09-23
1362,0,18-24,high_school,retail,urban,high,49000.0,2026-09-24
1363,1,25-34,master,retail,urban,low,40700.0,2026-09-25
1364,0,18-24,phd,education,urban,medium,73952.17391304347,2026-09-26
1365,1,55-65,diploma, fintech,urban,low,68525.0,2026-09-27
1366,0,18-24,phd,retail,urban,medium,75900.0,2026-09-28
1367,1,25-34,bachelor,retail,rural,high,112400.0,2026-09-29
1368,0,18-24,master,tech ,urban,low,67909.09090909091,2026-09-30
1369,1,25-34,phd,retail,urban,low,112400.0,2026-10-01
1370,0,18-24,diploma, fintech,urban,medium,68525.0,2026-10-02
1371,0,18-24,bachelor,retail,suburban,low,112400.0,2026-10-03
1372,1,25-34,master,finance,urban,high,71500.0,2026-10-04
1373,1,18-24,high_school,education,urban,medium,45400.0,2026-10-05
1374,1,45-54,bachelor,health,urban,medium,75400.0,2026-10-06
1375,0,45-54,phd,retail,urban,high,92500.0,2026-10-07
1376,0,18-24,bachelor,tech ,urban,low,40700.0,2026-10-08
1377,1,18-24,bachelor,retail,rural,low,45200.0,2026-10-09
1378,0,25-34,bachelor,education,rural,low,91550.0,2026-10-10
1379,1,55-65,bachelor,retail,urban,low,112400.0,2026-10-11
1380,1,18-24,diploma,education,urban,low,44600.0,2026-10-12
1381,1,18-24,diploma,education,rural,low,96900.0,2026-10-13
1382,0,18-24,bachelor,tech,urban,high,94400.0,2026-10-14
1383,1,25-34,master,health,urban,high,40700.0,2026-10-15
1384,1,55-65,bachelor,tech,urban,high,74665.11627906977,2026-10-16
1385,1,55-65,phd, fintech,urban,low,112400.0,2026-10-17
1386,1,18-24,diploma,health,urban,high,112400.0,2026-10-18
1387,0,18-24,high_school,finance,urban,medium,88565.21739130435,2026-10-19
1388,1,55-65,bachelor,retail,suburban,medium,40700.0,2026-10-20
1389,1,45-54,bachelor,retail,urban,high,74708.33333333333,2026-10-21
1390,1,25-34,high_school,retail,urban,low,112400.0,2026-10-22
1391,0,25-34,phd,retail,urban,medium,78222.78481012658,2026-10-23
1392,1,18-24,bachelor,retail,urban,low,62000.0,2026-10-24
1393,1,25-34,bachelor,tech ,urban,high,76920.51282051283,2026-10-25
1394,0,18-24,phd,retail,urban,low,112400.0,2026-10-26
1395,0,18-24,bachelor,tech,urban,high,58500.0,2026-10-27
1396,1,18-24,high_school,retail,urban,medium,40700.0,2026-10-28
1397,1,45-54,master,health,urban,high,40700.0,2026-10-29
1398,0,45-54,high_school,retail,urban,medium,40700.0,2026-10-30
1399,0,18-24,high_school,tech,suburban,medium,52100.0,2026-10-31
1400,0,55-65,bachelor,education,urban,high,40700.0,2026-11-01
1401,0,18-24,bachelor,health,urban,low,95300.0,2026-11-02
1402,1,18-24,master, fintech,urban,high,68900.0,2026-11-03
1403,0,18-24,phd,finance,urban,medium,80500.0,2026-11-04
1404,1,35-44,bachelor,health,rural,low,61206.666666666664,2026-11-05
1405,1,25-34,high_school,finance,urban,low,52500.0,2026-11-06
1406,0,18-24,diploma, fintech,urban,high,80400.0,2026-11-07
1407,0,45-54,master,health,urban,high,74800.0,2026-11-08
1408,1,18-24,high_school,retail,urban,high,112400.0,2026-11-09
1409,0,25-34,bachelor,tech ,suburban,high,60950.0,2026-11-10
1410,0,35-44,high_school,retail,urban,high,40700.0,2026-11-11
1411,0,18-24,diploma,education,rural,medium,80133.33333333333,2026-11-12
1412,1,55-65,bachelor,retail,urban,medium,74708.33333333333,2026-11-13
1413,1,25-34,phd,health,suburban,high,45700.0,2026-11-14
1414,0,18-24,high_school, fintech,urban,low,44000.0,2026-11-15
1415,0,18-24,master,tech,urban,medium,112400.0,2026-11-16
1416,0,18-24,high_school,finance,suburban,low,76550.0,2026-11-17
1417,0,18-24,phd,retail,urban,medium,112400.0,2026-11-18
1418,0,18-24,master,health,urban,medium,40700.0,2026-11-19
1419,0,35-44,bachelor,retail,urban,high,40700.0,2026-11-20
1420,0,35-44,high_school,retail,rural,low,63300.0,2026-11-21
1421,1,55-65,diploma,tech,urban,high,100000.0,2026-11-22
1422,0,25-34,diploma,retail,urban,high,112400.0,2026-11-23
1423,0,18-24,high_school, fintech,urban,low,83093.75,2026-11-24
1424,1,45-54,phd, fintech,urban,high,40700.0,2026-11-25
1425,1,18-24,high_school,health,urban,high,80530.0,2026-11-26
1426,0,18-24,bachelor,tech ,suburban,high,112400.0,2026-11-27
1427,0,18-24,phd,health,rural,low,112400.0,2026-11-28
1428,0,18-24,bachelor,retail,suburban,high,40700.0,2026-11-29
1429,0,18-24,master,health,urban,low,72056.45161290323,2026-11-30
1430,1,18-24,phd,health,rural,high,112400.0,2026-12-01
1431,1,18-24,bachelor,finance,suburban,medium,40700.0,2026-12-02
1432,1,25-34,master, fintech,urban,medium,40700.0,2026-12-03
1433,1,55-65,master,retail,urban,high,76200.0,2026-12-04
1434,0,25-34,high_school,tech ,urban,low,103900.0,2026-12-05
1435,0,55-65,high_school,tech,urban,high,58900.0,2026-12-06
1436,1,18-24,phd,tech ,urban,high,44900.0,2026-12-07
1437,0,25-34,bachelor,health,urban,high,112400.0,2026-12-08
1438,0,25-34,high_school,finance,suburban,low,40700.0,2026-12-09
1439,1,25-34,diploma, fintech,urban,medium,40700.0,2026-12-10
1440,1,18-24,phd,retail,rural,medium,112400.0,2026-12-11
1441,0,18-24,phd,education,urban,medium,112400.0,2026-12-12
1442,1,25-34,bachelor,retail,urban,medium,98200.0,2026-12-13
1443,1,45-54,diploma,tech,urban,high,109500.0,2026-12-14
1444,1,18-24,diploma,finance,urban,high,112400.0,2026-12-15
1445,0,18-24,high_school,retail,urban,high,40700.0,2026-12-16
1446,1,55-65,phd,health,urban,high,58300.0,2026-12-17
1447,0,18-24,master,education,urban,low,83918.75,2026-12-18
1448,0,55-65,diploma,retail,urban,medium,112400.0,2026-12-19
1449,0,18-24,phd,tech ,suburban,high,65366.666666666664,2026-12-20
1450,1,35-44,master,retail,rural,low,112400.0,2026-12-21
1451,0,35-44,bachelor,health,urban,medium,112400.0,2026-12-22
1452,1,18-24,bachelor,tech ,urban,medium,76920.51282051283,2026-12-23
1453,1,18-24,bachelor,tech ,urban,high,107400.0,2026-12-24
1454,1,25-34,bachelor,retail,urban,low,40700.0,2026-12-25
1455,0,18-24,phd,finance,urban,low,76500.0,2026-12-26
1456,1,18-24,master,education,urban,low,72700.0,2026-12-27
1457,1,45-54,master,health,rural,low,60300.0,2026-12-28
1458,1,45-54,high_school,retail,urban,low,112400.0,2026-12-29
1459,0,18-24,bachelor,tech ,urban,medium,51000.0,2026-12-30
1460,1,25-34,bachelor,tech,urban,low,112400.0,2026-12-31
1461,0,18-24,phd,finance,urban,high,40700.0,2027-01-01
1462,1,25-34,master,tech ,urban,high,40700.0,2027-01-02
1463,1,45-54,phd,health,urban,low,83369.76744186046,2027-01-03
1464,1,45-54,master,retail,urban,high,51500.0,2027-01-04
1465,0,35-44,master,retail,urban,low,40700.0,2027-01-05
1466,1,25-34,master,retail,urban,medium,97900.0,2027-01-06
1467,0,18-24,master, fintech,rural,high,104200.0,2027-01-07
1468,1,35-44,phd,education,urban,high,73952.17391304347,2027-01-08
1469,1,18-24,master, fintech,rural,low,61300.0,2027-01-09
1470,0,25-34,bachelor,retail,urban,high,74708.33333333333,2027-01-10
1471,0,18-24,bachelor, fintech,suburban,high,112400.0,2027-01-11
1472,0,18-24,phd,health,urban,medium,40700.0,2027-01-12
1473,1,18-24,phd,tech ,rural,low,46100.0,2027-01-13
1474,0,55-65,high_school,health,urban,low,80530.0,2027-01-14
1475,0,25-34,high_school,retail,suburban,high,40700.0,2027-01-15
1476,1,18-24,bachelor,retail,urban,low,62700.0,2027-01-16
1477,0,18-24,high_school,retail,suburban,medium,93000.0,2027-01-17
1478,1,18-24,bachelor,health,suburban,medium,52300.0,2027-01-18
1479,0,45-54,diploma,retail,urban,low,112400.0,2027-01-19
1480,0,25-34,master,finance,urban,low,81670.58823529411,2027-01-20
1481,1,55-65,phd,retail,urban,high,78600.0,2027-01-21
1482,0,18-24,bachelor,tech ,urban,low,76920.51282051283,2027-01-22
1483,0,25-34,high_school,retail,suburban,high,112400.0,2027-01-23
1484,1,55-65,diploma,tech ,urban,high,94400.0,2027-01-24
1485,1,35-44,bachelor,tech ,suburban,high,53300.0,2027-01-25
1486,0,18-24,high_school,retail,urban,medium,40700.0,2027-01-26
1487,0,35-44,bachelor,finance,urban,low,112400.0,2027-01-27
1488,0,45-54,phd,tech,urban,high,112400.0,2027-01-28
1489,0,25-34,high_school,health,urban,low,40700.0,2027-01-29
1490,0,18-24,bachelor,retail,urban,medium,74708.33333333333,2027-01-30
1491,1,45-54,high_school,tech ,suburban,high,50100.0,2027-01-31
1492,1,18-24,bachelor,tech,urban,medium,112400.0,2027-02-01
1493,0,35-44,high_school,retail,urban,high,73565.5172413793,2027-02-02
1494,1,35-44,diploma,retail,urban,high,40700.0,2027-02-03
1495,1,18-24,bachelor,finance,rural,high,112400.0,2027-02-04
1496,0,25-34,diploma, fintech,rural,high,112400.0,2027-02-05
1497,1,18-24,bachelor,retail,urban,medium,112400.0,2027-02-06
1498,1,18-24,bachelor, fintech,suburban,medium,40700.0,2027-02-07
1499,1,25-34,bachelor,retail,urban,low,112400.0,2027-02-08
1500,1,35-44,bachelor,tech ,urban,high,40700.0,2027-02-09
1501,0,18-24,diploma,retail,urban,medium,83920.0,2027-02-10
1502,1,18-24,high_school, fintech,urban,high,80800.0,2027-02-11
1503,0,25-34,master,retail,urban,high,66000.0,2027-02-12
1504,1,25-34,master,health,urban,low,40700.0,2027-02-13
1505,0,55-65,master,retail,urban,low,99200.0,2027-02-14
1506,0,55-65,master,tech,urban,high,112400.0,2027-02-15
1507,1,35-44,phd, fintech,rural,high,57600.0,2027-02-16
1508,1,18-24,diploma,retail,urban,high,95200.0,2027-02-17
1509,0,45-54,phd,retail,rural,low,40700.0,2027-02-18
1510,0,18-24,high_school,tech,urban,high,47300.0,2027-02-19
1511,0,18-24,master,education,urban,high,103200.0,2027-02-20
1512,0,35-44,high_school,retail,urban,high,73565.5172413793,2027-02-21
1513,1,45-54,bachelor,finance,urban,medium,94000.0,2027-02-22
1514,1,55-65,diploma,retail,rural,medium,40700.0,2027-02-23
1515,0,55-65,bachelor,finance,suburban,high,104700.0,2027-02-24
1516,0,35-44,bachelor,tech ,urban,medium,112400.0,2027-02-25
1517,1,18-24,high_school, fintech,urban,medium,112400.0,2027-02-26
1518,1,55-65,diploma,finance,rural,medium,112400.0,2027-02-27
1519,1,35-44,phd,tech,urban,medium,80500.0,2027-02-28
1520,0,18-24,phd,finance,urban,medium,70058.62068965517,2027-03-01
1521,1,18-24,diploma,health,urban,high,95200.0,2027-03-02
1522,1,18-24,bachelor,retail,urban,high,112400.0,2027-03-03
1523,1,25-34,bachelor,retail,urban,high,112400.0,2027-03-04
1524,0,18-24,bachelor,retail,urban,medium,105100.0,2027-03-05
1525,1,18-24,high_school,retail,urban,medium,85100.0,2027-03-06
1526,1,18-24,phd,health,rural,high,100800.0,2027-03-07
1527,1,18-24,bachelor,retail,urban,high,40700.0,2027-03-08
1528,0,18-24,diploma,tech,urban,medium,51100.0,2027-03-09
1529,0,55-65,bachelor, fintech,rural,high,79200.0,2027-03-10
1530,0,45-54,bachelor,tech,urban,high,40700.0,2027-03-11
1531,1,18-24,diploma,retail,urban,medium,91300.0,2027-03-12
1532,0,45-54,bachelor,health,urban,low,65200.0,2027-03-13
1533,1,55-65,master,retail,urban,high,98700.0,2027-03-14
1534,1,55-65,bachelor,tech,urban,medium,59500.0,2027-03-15
1535,0,55-65,phd,tech ,urban,low,112400.0,2027-03-16
1536,1,18-24,high_school,retail,rural,high,43500.0,2027-03-17
1537,1,25-34,phd,finance,urban,medium,40700.0,2027-03-18
1538,0,18-24,bachelor,tech ,urban,medium,40700.0,2027-03-19
1539,1,45-54,bachelor,health,urban,low,112400.0,2027-03-20
1540,0,18-24,high_school,education,urban,high,72039.13043478261,2027-03-21
1541,0,45-54,bachelor,health,urban,high,79900.0,2027-03-22
1542,0,18-24,diploma,education,urban,high,69000.0,2027-03-23
1543,1,25-34,phd,health,urban,high,101400.0,2027-03-24
1544,0,25-34,high_school,tech,urban,high,46000.0,2027-03-25
1545,0,35-44,high_school,health,urban,low,112400.0,2027-03-26
1546,0,18-24,high_school,tech ,urban,low,112400.0,2027-03-27
1547,0,18-24,bachelor,finance,urban,high,40700.0,2027-03-28
1548,1,25-34,phd, fintech,rural,high,77100.0,2027-03-29
1549,0,18-24,bachelor,health,suburban,medium,56400.0,2027-03-30
1550,0,25-34,bachelor,retail,urban,high,83000.0,2027-03-31
1551,1,18-24,diploma,tech ,suburban,high,40700.0,2027-04-01
1552,1,18-24,high_school,tech ,urban,high,82600.0,2027-04-02
1553,1,55-65,phd,finance,urban,low,106100.0,2027-04-03
1554,1,18-24,diploma,retail,urban,high,83920.0,2027-04-04
1555,1,25-34,high_school, fintech,urban,low,40700.0,2027-04-05
1556,0,25-34,bachelor,finance,urban,medium,112400.0,2027-04-06
1557,1,45-54,bachelor, fintech,urban,medium,74234.88372093023,2027-04-07
1558,0,55-65,diploma,health,urban,medium,40700.0,2027-04-08
1559,0,18-24,high_school, fintech,urban,high,112400.0,2027-04-09
1560,1,18-24,high_school,education,urban,high,40700.0,2027-04-10
1561,1,45-54,master,retail,rural,low,74827.27272727272,2027-04-11
1562,0,18-24,high_school,finance,rural,high,40700.0,2027-04-12
1563,1,25-34,high_school,tech,urban,high,112400.0,2027-04-13
1564,0,45-54,bachelor,retail,urban,low,40700.0,2027-04-14
1565,1,35-44,bachelor,retail,rural,high,112400.0,2027-04-15
1566,1,25-34,high_school,retail,urban,low,109300.0,2027-04-16
1567,1,18-24,bachelor,education,urban,high,112400.0,2027-04-17
1568,1,25-34,diploma,tech,urban,low,112400.0,2027-04-18
1569,1,25-34,phd,health,urban,medium,83369.76744186046,2027-04-19
1570,0,18-24,phd, fintech,urban,high,57400.0,2027-04-20
1571,1,35-44,bachelor,retail,urban,medium,54900.0,2027-04-21
1572,0,45-54,high_school,retail,urban,medium,73565.5172413793,2027-04-22
1573,0,25-34,phd,health,suburban,medium,68300.0,2027-04-23
1574,1,35-44,high_school,retail,urban,low,68700.0,2027-04-24
1575,0,25-34,phd,health,urban,low,90800.0,2027-04-25
1576,1,45-54,master,retail,urban,high,91400.0,2027-04-26
1577,0,18-24,master,retail,suburban,low,112400.0,2027-04-27
1578,1,18-24,bachelor,retail,urban,high,87200.0,2027-04-28
1579,0,35-44,bachelor, fintech,rural,high,100100.0,2027-04-29
1580,0,25-34,bachelor, fintech,urban,high,58000.0,2027-04-30
1581,0,35-44,diploma,tech,suburban,low,42550.0,2027-05-01
1582,0,55-65,bachelor,finance,urban,medium,112400.0,2027-05-02
1583,0,35-44,diploma,retail,urban,high,112400.0,2027-05-03
1584,0,45-54,diploma,retail,urban,medium,83920.0,2027-05-04
1585,1,25-34,master,retail,urban,high,80700.0,2027-05-05
1586,0,45-54,bachelor,health,rural,low,47100.0,2027-05-06
1587,1,25-34,diploma,health,urban,high,75376.19047619047,2027-05-07
1588,1,18-24,bachelor,finance,urban,high,85774.35897435897,2027-05-08
1589,1,35-44,bachelor,health,urban,low,50500.0,2027-05-09
1590,1,18-24,high_school,finance,rural,high,76550.0,2027-05-10
1591,0,35-44,bachelor,health,urban,high,82858.97435897436,2027-05-11
1592,0,25-34,high_school,education,urban,high,43000.0,2027-05-12
1593,1,18-24,bachelor,retail,urban,high,41900.0,2027-05-13
1594,1,18-24,high_school,retail,urban,low,40700.0,2027-05-14
1595,1,18-24,diploma,finance,urban,low,112400.0,2027-05-15
1596,1,18-24,bachelor,health,urban,low,40700.0,2027-05-16
1597,1,25-34,master,tech ,urban,low,112400.0,2027-05-17
1598,1,25-34,master,retail,urban,medium,112400.0,2027-05-18
1599,1,18-24,bachelor,education,urban,low,64847.619047619046,2027-05-19
1600,1,45-54,master,finance,urban,high,40700.0,2027-05-20
1601,1,25-34,high_school,tech,urban,high,110800.0,2027-05-21
1602,0,25-34,high_school,tech ,rural,low,40700.0,2027-05-22
1603,0,25-34,bachelor,retail,urban,low,74708.33333333333,2027-05-23
1604,0,25-34,high_school,retail,suburban,low,88238.46153846153,2027-05-24
1605,0,25-34,phd,retail,urban,low,40700.0,2027-05-25
1606,0,18-24,high_school,retail,urban,medium,64100.0,2027-05-26
1607,0,18-24,master,health,urban,medium,72056.45161290323,2027-05-27
1608,1,45-54,bachelor,tech,rural,high,40700.0,2027-05-28
1609,1,18-24,master,retail,urban,low,40700.0,2027-05-29
1610,1,25-34,bachelor,tech,urban,high,82900.0,2027-05-30
1611,1,35-44,phd,retail,urban,low,49700.0,2027-05-31
1612,1,25-34,phd,health,urban,medium,83369.76744186046,2027-06-01
1613,1,25-34,bachelor,tech ,urban,medium,112400.0,2027-06-02
1614,1,18-24,bachelor,retail,urban,medium,74708.33333333333,2027-06-03
1615,0,25-34,master,retail,urban,high,78984.21052631579,2027-06-04
1616,1,18-24,high_school,finance,urban,high,88600.0,2027-06-05
1617,1,45-54,phd,health,suburban,high,110000.0,2027-06-06
1618,1,45-54,bachelor,health,rural,high,40700.0,2027-06-07
1619,1,45-54,diploma,retail,urban,medium,54800.0,2027-06-08
1620,0,25-34,phd,retail,urban,low,78222.78481012658,2027-06-09
1621,0,25-34,diploma,education,urban,medium,73981.25,2027-06-10
1622,0,25-34,phd,retail,urban,high,53100.0,2027-06-11
1623,1,18-24,master,retail,urban,low,40700.0,2027-06-12
1624,0,25-34,bachelor,health,urban,high,82858.97435897436,2027-06-13
1625,1,25-34,phd,finance,urban,medium,60300.0,2027-06-14
1626,0,18-24,bachelor,tech ,urban,high,76920.51282051283,2027-06-15
1627,1,55-65,master, fintech,urban,high,76375.0,2027-06-16
1628,0,18-24,diploma,health,suburban,medium,50600.0,2027-06-17
1629,0,45-54,high_school, fintech,urban,high,83093.75,2027-06-18
1630,1,18-24,master,retail,urban,medium,112400.0,2027-06-19
1631,1,18-24,high_school,finance,urban,high,70900.0,2027-06-20
1632,1,25-34,high_school,retail,rural,low,40700.0,2027-06-21
1633,0,25-34,bachelor, fintech,urban,high,112400.0,2027-06-22
1634,0,45-54,bachelor,tech ,urban,medium,76920.51282051283,2027-06-23
1635,0,55-65,diploma,retail,urban,medium,83920.0,2027-06-24
1636,1,45-54,bachelor,tech,urban,high,40700.0,2027-06-25
1637,1,18-24,phd,tech,urban,high,88000.0,2027-06-26
1638,1,25-34,phd,education,rural,low,76400.0,2027-06-27
1639,1,25-34,high_school,education,urban,high,98500.0,2027-06-28
1640,1,18-24,master,tech ,urban,high,67909.09090909091,2027-06-29
1641,1,35-44,high_school,health,urban,high,59000.0,2027-06-30
1642,0,35-44,master,health,urban,low,112400.0,2027-07-01
1643,0,35-44,phd,retail,rural,medium,112400.0,2027-07-02
1644,0,25-34,phd, fintech,rural,high,40700.0,2027-07-03
1645,1,18-24,high_school,health,urban,medium,40700.0,2027-07-04
1646,0,35-44,high_school,retail,urban,low,40700.0,2027-07-05
1647,1,45-54,diploma,finance,urban,medium,89800.0,2027-07-06
1648,0,18-24,master,health,rural,low,103100.0,2027-07-07
1649,0,18-24,bachelor,health,urban,high,112400.0,2027-07-08
1650,1,18-24,phd,health,urban,high,83369.76744186046,2027-07-09
1651,0,35-44,master,tech,suburban,high,72100.0,2027-07-10
1652,1,45-54,phd, fintech,urban,high,75478.94736842105,2027-07-11
1653,1,55-65,phd,tech ,urban,medium,59400.0,2027-07-12
1654,1,55-65,bachelor,finance,rural,high,100400.0,2027-07-13
1655,1,18-24,phd,retail,urban,low,91200.0,2027-07-14
1656,0,25-34,master,education,urban,low,89300.0,2027-07-15
1657,1,18-24,bachelor,health,rural,medium,45200.0,2027-07-16
1658,1,18-24,diploma,retail,suburban,medium,112400.0,2027-07-17
1659,1,25-34,diploma,health,urban,low,83300.0,2027-07-18
1660,1,18-24,master,health,urban,high,40700.0,2027-07-19
1661,0,45-54,phd, fintech,urban,high,112400.0,2027-07-20
1662,0,18-24,master,retail,urban,high,112400.0,2027-07-21
1663,0,55-65,master,health,urban,low,40700.0,2027-07-22
1664,0,18-24,high_school,retail,urban,low,112400.0,2027-07-23
1665,0,35-44,high_school,retail,urban,high,108500.0,2027-07-24
1666,1,35-44,diploma,finance,urban,low,61700.0,2027-07-25
1667,0,18-24,phd,health,urban,high,79900.0,2027-07-26
1668,0,55-65,phd,retail,suburban,medium,112400.0,2027-07-27
1669,0,18-24,high_school,tech ,urban,high,95200.0,2027-07-28
1670,1,55-65,bachelor,retail,urban,high,112400.0,2027-07-29
1671,1,25-34,bachelor,retail,urban,medium,104200.0,2027-07-30
1672,1,18-24,master,tech,urban,low,112400.0,2027-07-31
1673,1,25-34,high_school,retail,urban,low,73565.5172413793,2027-08-01
1674,1,35-44,master,retail,urban,medium,78984.21052631579,2027-08-02
1675,1,18-24,bachelor,retail,rural,high,112400.0,2027-08-03
1676,1,45-54,high_school,tech,urban,low,69684.0,2027-08-04
1677,0,45-54,bachelor,health,rural,low,54900.0,2027-08-05
1678,1,18-24,bachelor,tech ,urban,medium,103000.0,2027-08-06
1679,0,25-34,bachelor,tech ,urban,medium,86400.0,2027-08-07
1680,1,18-24,phd,tech,urban,low,76300.0,2027-08-08
1681,1,18-24,high_school,retail,suburban,low,112400.0,2027-08-09
1682,0,18-24,bachelor,retail,urban,medium,58600.0,2027-08-10
1683,1,18-24,master,retail,suburban,low,112400.0,2027-08-11
1684,1,18-24,diploma,health,urban,high,68300.0,2027-08-12
1685,0,55-65,bachelor,retail,urban,low,51700.0,2027-08-13
1686,1,35-44,master,finance,urban,medium,81670.58823529411,2027-08-14
1687,0,18-24,phd,retail,rural,low,112400.0,2027-08-15
1688,1,18-24,diploma,finance,urban,high,93400.0,2027-08-16
1689,1,55-65,master,retail,urban,low,78984.21052631579,2027-08-17
1690,1,25-34,master,health,urban,high,40700.0,2027-08-18
1691,0,25-34,master,health,urban,medium,112400.0,2027-08-19
1692,1,25-34,high_school,retail,urban,high,103700.0,2027-08-20
1693,1,18-24,bachelor,education,suburban,medium,76200.0,2027-08-21
1694,1,18-24,phd,retail,urban,medium,112400.0,2027-08-22
1695,0,35-44,high_school,finance,urban,medium,65500.0,2027-08-23
1696,1,25-34,bachelor,health,urban,high,112400.0,2027-08-24
1697,0,25-34,diploma,health,suburban,low,86250.0,2027-08-25
1698,1,25-34,diploma,tech,urban,high,84257.14285714286,2027-08-26
1699,1,18-24,high_school,tech,rural,high,107700.0,2027-08-27
1700,0,45-54,high_school,tech,urban,low,69684.0,2027-08-28
